Source Name	Material Type	Characteristics[Organism]	Characteristics[CellLine]	Characteristics[DiseaseState]	Protocol REF	Protocol REF	Extract Name	Protocol REF	Labeled Extract Name	Label	Protocol REF	Term Source REF	Hybridization Name	Array Design REF	Array Data File	Comment [ArrayExpress FTP file]	Factor Value[CELL_LINE]
M059J	cell	Homo sapiens	M059J	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 403	P-MTAB-22739	Labeled Extract 403	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 403	A-AFFY-113	5500024034290101707049.C11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	M059J
M14	cell	Homo sapiens	M14	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 404	P-MTAB-22739	Labeled Extract 404	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 404	A-AFFY-113	5500024052861011409506.C03.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	M14
Malme-3M	cell	Homo sapiens	Malme-3M	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 405	P-MTAB-22739	Labeled Extract 405	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 405	A-AFFY-113	5500024052861011409506.A01.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	Malme-3M
MC-1010	cell	Homo sapiens	MC-1010	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 406	P-MTAB-22739	Labeled Extract 406	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 406	A-AFFY-113	5500024032848101507000.B06.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MC-1010
MCF7	cell	Homo sapiens	MCF7	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 407	P-MTAB-22739	Labeled Extract 407	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 407	A-AFFY-113	5500024052861011409506.F03.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MCF7
MC-IXC	cell	Homo sapiens	MC-IXC	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 408	P-MTAB-22739	Labeled Extract 408	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 408	A-AFFY-113	5500024034290101707049.E11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MC-IXC
MDA-MB-134-VI	cell	Homo sapiens	MDA-MB-134-VI	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 409	P-MTAB-22739	Labeled Extract 409	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 409	A-AFFY-113	5500024031722092907496.A08.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MDA-MB-134-VI
MDA-MB-157	cell	Homo sapiens	MDA-MB-157	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 410	P-MTAB-22739	Labeled Extract 410	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 410	A-AFFY-113	5500024035100021608461.G04.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MDA-MB-157
MDA-MB-175-VII	cell	Homo sapiens	MDA-MB-175-VII	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 411	P-MTAB-22739	Labeled Extract 411	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 411	A-AFFY-113	5500024034290101707049.F11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MDA-MB-175-VII
MDA-MB-231	cell	Homo sapiens	MDA-MB-231	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 412	P-MTAB-22739	Labeled Extract 412	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 412	A-AFFY-113	5500024052861011409506.D03.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MDA-MB-231
MDA-MB-361	cell	Homo sapiens	MDA-MB-361	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 413	P-MTAB-22739	Labeled Extract 413	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 413	A-AFFY-113	5500024032848101507000.C11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MDA-MB-361
MDA-MB-415	cell	Homo sapiens	MDA-MB-415	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 414	P-MTAB-22739	Labeled Extract 414	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 414	A-AFFY-113	5500024034290101707049.G11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MDA-MB-415
MDA-MB-435	cell	Homo sapiens	MDA-MB-435	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 415	P-MTAB-22739	Labeled Extract 415	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 415	A-AFFY-113	5500024052861011409506.F01.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MDA-MB-435
MDA-MB-453	cell	Homo sapiens	MDA-MB-453	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 416	P-MTAB-22739	Labeled Extract 416	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 416	A-AFFY-113	5500024031722092907496.B08.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MDA-MB-453
MDA-MB-468	cell	Homo sapiens	MDA-MB-468	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 417	P-MTAB-22739	Labeled Extract 417	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 417	A-AFFY-113	5500024030401071707289.B06.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MDA-MB-468
ME-180	cell	Homo sapiens	ME-180	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 418	P-MTAB-22739	Labeled Extract 418	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 418	A-AFFY-113	5500024032848101507000.D11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	ME-180
ME-180	cell	Homo sapiens	ME-180	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 419	P-MTAB-22739	Labeled Extract 419	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 419	A-AFFY-113	5500024052861011409506.F11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	ME-180
MEG-01	cell	Homo sapiens	MEG-01	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 420	P-MTAB-22739	Labeled Extract 420	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 420	A-AFFY-113	5500024030401071707289.F08.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MEG-01
MEL-HO	cell	Homo sapiens	MEL-HO	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 421	P-MTAB-22739	Labeled Extract 421	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 421	A-AFFY-113	5500024031722092907496.B12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MEL-HO
MEL-JUSO	cell	Homo sapiens	MEL-JUSO	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 422	P-MTAB-22739	Labeled Extract 422	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 422	A-AFFY-113	5500024031722092907496.D11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MEL-JUSO
MES-SA	cell	Homo sapiens	MES-SA	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 423	P-MTAB-22739	Labeled Extract 423	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 423	A-AFFY-113	5500024032848101507000.D10.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MES-SA
Mewo	cell	Homo sapiens	Mewo	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 424	P-MTAB-22739	Labeled Extract 424	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 424	A-AFFY-113	5500024032848101507000.E09.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	Mewo
MFE-280	cell	Homo sapiens	MFE-280	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 425	P-MTAB-22739	Labeled Extract 425	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 425	A-AFFY-113	5500024030401071707289.H08.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MFE-280
MFE-296	cell	Homo sapiens	MFE-296	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 426	P-MTAB-22739	Labeled Extract 426	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 426	A-AFFY-113	5500024030401071707289.E06.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MFE-296
MFH-ino	cell	Homo sapiens	MFH-ino	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 427	P-MTAB-22739	Labeled Extract 427	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 427	A-AFFY-113	5500024034290101707049.H11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MFH-ino
MFM-223	cell	Homo sapiens	MFM-223	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 428	P-MTAB-22739	Labeled Extract 428	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 428	A-AFFY-113	5500024030401071707289.A03.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MFM-223
MFM-223	cell	Homo sapiens	MFM-223	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 429	P-MTAB-22739	Labeled Extract 429	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 429	A-AFFY-113	5500024052861011409506.A11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MFM-223
MG-63	cell	Homo sapiens	MG-63	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 430	P-MTAB-22739	Labeled Extract 430	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 430	A-AFFY-113	5500024032848101507000.F09.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MG-63
MHH-CALL-2	cell	Homo sapiens	MHH-CALL-2	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 431	P-MTAB-22739	Labeled Extract 431	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 431	A-AFFY-113	5500024030401071707289.G06.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MHH-CALL-2
MHH-CALL-4	cell	Homo sapiens	MHH-CALL-4	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 432	P-MTAB-22739	Labeled Extract 432	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 432	A-AFFY-113	5500024030401071707289.B08.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MHH-CALL-4
MHH-ES-1	cell	Homo sapiens	MHH-ES-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 433	P-MTAB-22739	Labeled Extract 433	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 433	A-AFFY-113	5500024032848101507000.D06.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MHH-ES-1
MHH-ES-1	cell	Homo sapiens	MHH-ES-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 434	P-MTAB-22739	Labeled Extract 434	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 434	A-AFFY-113	5500024052861011409506.F07.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MHH-ES-1
MHH-NB-11	cell	Homo sapiens	MHH-NB-11	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 435	P-MTAB-22739	Labeled Extract 435	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 435	A-AFFY-113	5500024030401071707289.B07.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MHH-NB-11
MHH-PREB-1	cell	Homo sapiens	MHH-PREB-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 436	P-MTAB-22739	Labeled Extract 436	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 436	A-AFFY-113	5500024032848101507000.C06.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MHH-PREB-1
MIA-PaCa-2	cell	Homo sapiens	MIA-PaCa-2	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 437	P-MTAB-22739	Labeled Extract 437	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 437	A-AFFY-113	5500024034290101707049.A12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MIA-PaCa-2
MJ	cell	Homo sapiens	MJ	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 438	P-MTAB-22739	Labeled Extract 438	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 438	A-AFFY-113	5500024030401071707289.F09.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MJ
MKN1	cell	Homo sapiens	MKN1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 439	P-MTAB-22739	Labeled Extract 439	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 439	A-AFFY-113	5500024030401071707289.C01.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MKN1
MKN28	cell	Homo sapiens	MKN28	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 440	P-MTAB-22739	Labeled Extract 440	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 440	A-AFFY-113	5500024030401071707289.D11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MKN28
MKN45	cell	Homo sapiens	MKN45	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 441	P-MTAB-22739	Labeled Extract 441	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 441	A-AFFY-113	5500024034290101707049.B12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MKN45
MKN7	cell	Homo sapiens	MKN7	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 442	P-MTAB-22739	Labeled Extract 442	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 442	A-AFFY-113	5500024035100021608461.B10.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MKN7
MKN7	cell	Homo sapiens	MKN7	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 443	P-MTAB-22739	Labeled Extract 443	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 443	A-AFFY-113	5500024035100021608461.H09.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MKN7
ML-2	cell	Homo sapiens	ML-2	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 444	P-MTAB-22739	Labeled Extract 444	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 444	A-AFFY-113	5500024031722092907496.E11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	ML-2
MMAC-SF	cell	Homo sapiens	MMAC-SF	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 445	P-MTAB-22739	Labeled Extract 445	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 445	A-AFFY-113	5500024035100021608461.A09.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MMAC-SF
MN-60	cell	Homo sapiens	MN-60	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 446	P-MTAB-22739	Labeled Extract 446	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 446	A-AFFY-113	5500024030401071707289.E05.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MN-60
MOG-G-CCM	cell	Homo sapiens	MOG-G-CCM	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 447	P-MTAB-22739	Labeled Extract 447	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 447	A-AFFY-113	5500024032848101507000.G05.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MOG-G-CCM
MOG-G-UVW	cell	Homo sapiens	MOG-G-UVW	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 448	P-MTAB-22739	Labeled Extract 448	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 448	A-AFFY-113	5500024034290101707049.C12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MOG-G-UVW
MOLT-13	cell	Homo sapiens	MOLT-13	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 449	P-MTAB-22739	Labeled Extract 449	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 449	A-AFFY-113	5500024030401071707289.H07.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MOLT-13
MOLT-16	cell	Homo sapiens	MOLT-16	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 450	P-MTAB-22739	Labeled Extract 450	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 450	A-AFFY-113	5500024031722092907496.G11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MOLT-16
MOLT-4	cell	Homo sapiens	MOLT-4	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 451	P-MTAB-22739	Labeled Extract 451	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 451	A-AFFY-113	5500024052603032009483.E03.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MOLT-4
MONO-MAC-6	cell	Homo sapiens	MONO-MAC-6	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 452	P-MTAB-22739	Labeled Extract 452	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 452	A-AFFY-113	5500024030401071707289.A10.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MONO-MAC-6
MPP-89	cell	Homo sapiens	MPP-89	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 453	P-MTAB-22739	Labeled Extract 453	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 453	A-AFFY-113	5500024030401071707289.F03.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MPP-89
MRK-nu-1	cell	Homo sapiens	MRK-nu-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 454	P-MTAB-22739	Labeled Extract 454	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 454	A-AFFY-113	5500024034290101707049.D12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MRK-nu-1
MS-1	cell	Homo sapiens	MS-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 455	P-MTAB-22739	Labeled Extract 455	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 455	A-AFFY-113	5500024031722092907496.F11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MS-1
MSTO-211H	cell	Homo sapiens	MSTO-211H	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 456	P-MTAB-22739	Labeled Extract 456	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 456	A-AFFY-113	5500024031722092907496.A12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MSTO-211H
MUTZ-1	cell	Homo sapiens	MUTZ-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 457	P-MTAB-22739	Labeled Extract 457	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 457	A-AFFY-113	5500024031722092907496.H11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MUTZ-1
MZ2-MEL.	cell	Homo sapiens	MZ2-MEL.	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 458	P-MTAB-22739	Labeled Extract 458	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 458	A-AFFY-113	5500024035100021608461.H04.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MZ2-MEL.
MZ2-MEL.	cell	Homo sapiens	MZ2-MEL.	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 459	P-MTAB-22739	Labeled Extract 459	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 459	A-AFFY-113	5500024052603032009483.H12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MZ2-MEL.
MZ7-mel	cell	Homo sapiens	MZ7-mel	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 460	P-MTAB-22739	Labeled Extract 460	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 460	A-AFFY-113	5500024034290101707049.E12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	MZ7-mel
NALM-1	cell	Homo sapiens	NALM-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 461	P-MTAB-22739	Labeled Extract 461	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 461	A-AFFY-113	5500024031722092907496.H01.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	NALM-1
NALM-1	cell	Homo sapiens	NALM-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 462	P-MTAB-22739	Labeled Extract 462	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 462	A-AFFY-113	5500024052861011409506.C05.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	NALM-1
NALM-6	cell	Homo sapiens	NALM-6	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 463	P-MTAB-22739	Labeled Extract 463	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 463	A-AFFY-113	5500024031722092907496.G12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	NALM-6
NB1	cell	Homo sapiens	NB1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 464	P-MTAB-22739	Labeled Extract 464	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 464	A-AFFY-113	5500024034290101707049.G12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	NB1
NB10	cell	Homo sapiens	NB10	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 465	P-MTAB-22739	Labeled Extract 465	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 465	A-AFFY-113	5500024052603032009483.E02.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.5.zip	NB10
